firm_id,year,ntoken,short_hits,long_hits,ShortTerm,ShortTerm_A,ShortTerm_B,LongTerm,RD_intensity,Size,ROA,Lev,Age,Growth,Cash,true_intensity,source
F0071,2023,181,8,6,44.1989,16.5746,27.6243,33.1492,9.8554,20.5943,0.0159,0.4038,24.0,0.0326,0.0945,43.259,demo_synthetic
F0072,2019,191,5,11,26.178,15.7068,10.4712,57.5916,12.7251,22.1458,0.069,0.395,25.0,0.2464,0.0429,16.921,demo_synthetic
F0072,2020,184,3,9,16.3043,10.8696,5.4348,48.913,13.7776,21.7417,0.044,0.4758,18.0,0.0333,0.0725,19.221,demo_synthetic
F0072,2021,185,4,9,21.6216,5.4054,16.2162,48.6486,14.0671,21.5458,-0.0003,0.2985,14.0,-0.1304,0.1265,14.447,demo_synthetic
F0072,2022,181,4,8,22.0994,16.5746,5.5249,44.1989,14.9833,21.3306,0.0289,0.126,8.0,0.0308,0.0717,20.333,demo_synthetic
F0072,2023,182,2,11,10.989,5.4945,5.4945,60.4396,13.2317,23.5638,0.0145,0.4681,23.0,0.0958,0.0271,10.855,demo_synthetic
F0073,2019,180,3,6,16.6667,5.5556,11.1111,33.3333,13.2844,23.1862,-0.0799,0.464,6.0,0.2259,0.0304,8.264,demo_synthetic
F0073,2020,180,2,14,11.1111,11.1111,0.0,77.7778,13.8481,21.7479,0.0131,0.4576,4.0,-0.0611,0.1081,14.592,demo_synthetic
F0073,2021,180,1,12,5.5556,0.0,5.5556,66.6667,15.4381,20.6515,0.0573,0.382,13.0,0.1732,0.0247,6.046,demo_synthetic
F0073,2022,181,2,12,11.0497,5.5249,5.5249,66.2983,14.4294,21.698,0.0747,0.5453,3.0,0.404,0.0399,15.0,demo_synthetic
F0073,2023,182,3,9,16.4835,0.0,16.4835,49.4505,12.9399,20.2577,0.0096,0.6142,25.0,0.0531,0.0715,12.38,demo_synthetic
F0074,2019,186,11,9,59.1398,21.5054,37.6344,48.3871,10.0535,22.2344,0.072,0.683,6.0,0.0805,0.0892,47.217,demo_synthetic
F0074,2020,189,11,8,58.2011,31.746,26.455,42.328,7.0709,22.955,0.0805,0.8508,9.0,0.0435,0.0614,46.091,demo_synthetic
F0074,2021,188,12,5,63.8298,37.234,26.5957,26.5957,7.4945,20.603,0.0035,0.4039,9.0,0.1822,0.0715,51.186,demo_synthetic
F0074,2022,180,6,5,33.3333,16.6667,16.6667,27.7778,11.4275,23.0978,0.0758,0.513,25.0,0.3178,0.1106,46.433,demo_synthetic
F0074,2023,179,9,3,50.2793,44.6927,5.5866,16.7598,9.4229,21.801,-0.0019,0.7934,15.0,-0.0172,0.0865,43.446,demo_synthetic
F0075,2019,183,4,10,21.8579,16.3934,5.4645,54.6448,13.8792,21.8417,0.0001,0.2357,4.0,0.4161,0.0241,11.43,demo_synthetic
F0075,2020,184,5,8,27.1739,10.8696,16.3043,43.4783,13.189,21.2463,0.0723,0.2573,3.0,0.1973,0.1085,15.03,demo_synthetic
F0075,2021,185,0,12,0.0,0.0,0.0,64.8649,17.2882,24.3031,0.0506,0.6689,12.0,-0.0994,-0.0117,9.294,demo_synthetic
F0075,2022,183,4,10,21.8579,5.4645,16.3934,54.6448,15.6836,22.5001,0.0277,0.5602,21.0,0.0123,0.0786,16.226,demo_synthetic
F0075,2023,180,1,12,5.5556,0.0,5.5556,66.6667,13.5082,20.5593,-0.0351,0.3367,21.0,0.2386,0.0884,5.609,demo_synthetic
F0076,2019,180,13,4,72.2222,38.8889,33.3333,22.2222,9.8024,23.3329,0.0414,0.2951,5.0,0.2792,0.0413,49.374,demo_synthetic
F0076,2020,181,5,7,27.6243,11.0497,16.5746,38.674,12.9358,22.5092,-0.0663,0.3028,11.0,0.2505,-0.0541,42.113,demo_synthetic
F0076,2021,183,12,4,65.5738,32.7869,32.7869,21.8579,7.1207,20.4597,0.006,0.5744,23.0,0.0511,0.0735,52.588,demo_synthetic
F0076,2022,179,9,10,50.2793,16.7598,33.5196,55.8659,11.6129,22.3252,0.1081,0.6277,13.0,0.4844,0.0957,48.706,demo_synthetic
F0076,2023,183,12,6,65.5738,43.7158,21.8579,32.7869,7.1718,19.8904,0.0686,0.4265,15.0,0.511,0.0099,50.165,demo_synthetic
F0077,2019,188,4,7,21.2766,15.9574,5.3191,37.234,16.1121,23.6639,0.061,0.471,1.0,0.2282,0.0735,14.372,demo_synthetic
F0077,2020,184,2,12,10.8696,5.4348,5.4348,65.2174,16.0308,21.1777,0.0705,0.38,18.0,0.2713,0.053,9.292,demo_synthetic
F0077,2021,184,8,9,43.4783,21.7391,21.7391,48.913,9.0421,20.8377,0.0856,0.5665,7.0,-0.1848,0.1401,21.347,demo_synthetic
F0077,2022,180,1,7,5.5556,5.5556,0.0,38.8889,15.1896,19.9437,0.0061,0.1678,7.0,0.2364,0.0672,17.726,demo_synthetic
F0077,2023,185,4,11,21.6216,16.2162,5.4054,59.4595,12.3878,21.5483,0.0382,0.5361,12.0,0.0316,0.0501,19.997,demo_synthetic
F0078,2019,186,9,5,48.3871,21.5054,26.8817,26.8817,8.503,22.3448,0.0243,0.7607,11.0,0.3045,0.0574,46.552,demo_synthetic
F0078,2020,182,13,4,71.4286,21.978,49.4505,21.978,6.0535,19.7004,0.0874,0.4827,20.0,-0.169,-0.0426,56.265,demo_synthetic
F0078,2021,186,11,6,59.1398,48.3871,10.7527,32.2581,9.1941,22.2952,-0.0352,0.1973,11.0,0.2167,0.0366,53.67,demo_synthetic
F0078,2022,185,8,6,43.2432,16.2162,27.027,32.4324,10.7192,22.4605,0.0497,0.3607,12.0,0.2566,0.0076,45.485,demo_synthetic
F0078,2023,185,9,6,48.6486,32.4324,16.2162,32.4324,12.4775,22.1136,0.1268,0.4286,19.0,0.386,-0.0323,57.214,demo_synthetic
F0079,2019,188,12,8,63.8298,31.9149,31.9149,42.5532,10.0025,21.2192,0.0625,0.4053,12.0,0.0636,0.0425,37.797,demo_synthetic
F0079,2020,189,11,7,58.2011,31.746,26.455,37.037,9.5637,22.7472,0.0357,0.3114,24.0,0.225,0.0104,42.5,demo_synthetic
F0079,2021,189,5,11,26.455,15.873,10.582,58.2011,12.0921,22.0095,0.0209,0.6411,24.0,0.0665,0.0504,21.278,demo_synthetic
F0079,2022,191,9,11,47.1204,26.178,20.9424,57.5916,11.6003,19.817,0.0522,0.7037,2.0,0.4088,0.0143,33.022,demo_synthetic
F0079,2023,185,3,8,16.2162,5.4054,10.8108,43.2432,15.5648,22.4871,0.0084,0.3229,11.0,-0.0849,0.0789,29.779,demo_synthetic
F0080,2019,185,8,7,43.2432,37.8378,5.4054,37.8378,11.6651,21.3048,0.0342,0.5016,11.0,-0.0212,0.057,50.149,demo_synthetic
F0080,2020,189,10,8,52.9101,42.328,10.582,42.328,13.8013,22.3748,0.0736,0.435,19.0,-0.0827,-0.0466,48.418,demo_synthetic
F0080,2021,189,14,3,74.0741,37.037,37.037,15.873,3.3088,20.0851,-0.0431,0.5829,19.0,-0.214,0.016,54.343,demo_synthetic
F0080,2022,189,14,4,74.0741,42.328,31.746,21.164,7.6535,21.7398,0.0838,0.2585,10.0,0.337,0.1262,54.06,demo_synthetic
F0080,2023,187,8,6,42.7807,16.0428,26.738,32.0856,11.3421,22.0929,0.0127,0.2856,13.0,0.2735,0.0402,50.428,demo_synthetic
F0081,2019,186,5,9,26.8817,10.7527,16.129,48.3871,13.7838,22.6976,0.0343,0.3237,23.0,-0.1531,0.1087,14.903,demo_synthetic
F0081,2020,188,3,12,15.9574,5.3191,10.6383,63.8298,12.9407,21.7806,0.0332,0.4287,22.0,-0.1143,0.0371,15.048,demo_synthetic
F0081,2021,187,4,10,21.3904,10.6952,10.6952,53.4759,13.9385,21.5031,-0.0157,0.3227,9.0,0.4596,0.0249,16.814,demo_synthetic
F0081,2022,188,3,6,15.9574,5.3191,10.6383,31.9149,16.2422,22.1089,0.0369,0.6247,11.0,0.0639,-0.0302,23.927,demo_synthetic
F0081,2023,185,1,10,5.4054,5.4054,0.0,54.0541,16.5274,21.2525,0.0353,0.586,24.0,0.1456,0.14,14.45,demo_synthetic
F0082,2019,186,8,9,43.0108,26.8817,16.129,48.3871,11.7664,23.3592,0.0225,0.3532,7.0,0.0746,0.0613,38.197,demo_synthetic
F0082,2020,181,8,6,44.1989,22.0994,22.0994,33.1492,11.714,22.0596,0.0335,0.6324,15.0,0.0407,0.0635,46.65,demo_synthetic
F0082,2021,182,9,4,49.4505,27.4725,21.978,21.978,10.3496,21.0036,0.0637,0.3845,16.0,0.36,0.0866,44.337,demo_synthetic
F0082,2022,184,10,6,54.3478,32.6087,21.7391,32.6087,11.1169,22.1115,-0.0388,0.1683,1.0,-0.0941,0.091,45.111,demo_synthetic
F0082,2023,183,8,3,43.7158,21.8579,21.8579,16.3934,13.5196,24.2089,0.0353,0.5023,19.0,0.0723,0.0246,46.7,demo_synthetic
F0083,2019,182,9,7,49.4505,27.4725,21.978,38.4615,12.6373,23.1916,0.0483,0.5773,17.0,0.2839,0.0517,44.368,demo_synthetic
F0083,2020,180,9,5,50.0,27.7778,22.2222,27.7778,10.3777,21.5471,-0.0104,0.43,14.0,-0.0938,0.0665,46.691,demo_synthetic
F0083,2021,182,7,5,38.4615,21.978,16.4835,27.4725,10.944,21.174,0.0097,0.0708,14.0,-0.0753,0.0121,41.852,demo_synthetic
F0083,2022,183,11,8,60.1093,21.8579,38.2514,43.7158,10.4203,22.2881,0.0285,0.6124,3.0,-0.0958,0.0583,42.291,demo_synthetic
F0083,2023,178,5,6,28.0899,11.236,16.8539,33.7079,15.0491,22.1879,0.031,0.2263,18.0,-0.1234,-0.0083,52.463,demo_synthetic
F0084,2019,186,11,7,59.1398,26.8817,32.2581,37.6344,10.3777,22.8356,-0.025,0.5887,18.0,0.2342,0.073,53.78,demo_synthetic
F0084,2020,181,12,0,66.2983,38.674,27.6243,0.0,7.7726,22.3683,-0.0406,0.8322,7.0,0.0528,0.0868,60.099,demo_synthetic
F0084,2021,181,9,5,49.7238,22.0994,27.6243,27.6243,8.5411,21.4737,-0.0161,0.7106,16.0,-0.1421,0.0997,47.263,demo_synthetic
F0084,2022,178,10,1,56.1798,39.3258,16.8539,5.618,9.174,20.9884,0.0839,0.4506,9.0,0.3926,0.0084,53.422,demo_synthetic
F0084,2023,179,9,2,50.2793,16.7598,33.5196,11.1732,10.2152,22.6024,0.0725,0.2125,12.0,0.3338,0.0772,57.282,demo_synthetic
F0085,2019,186,8,8,43.0108,26.8817,16.129,43.0108,14.563,24.3807,0.0424,0.05,2.0,-0.3029,0.0056,38.617,demo_synthetic
F0085,2020,191,12,7,62.8272,47.1204,15.7068,36.6492,8.7692,20.8069,0.0324,0.7415,13.0,0.3913,0.0543,36.499,demo_synthetic
F0085,2021,181,4,8,22.0994,16.5746,5.5249,44.1989,13.1864,21.9176,0.057,0.3436,17.0,-0.164,0.0486,28.543,demo_synthetic
F0085,2022,179,4,3,22.3464,0.0,22.3464,16.7598,11.4186,21.5217,0.0349,0.4779,13.0,0.2899,-0.0164,32.45,demo_synthetic
F0085,2023,188,6,4,31.9149,31.9149,0.0,21.2766,11.6177,21.7017,0.0292,0.4126,14.0,0.2916,0.0203,32.654,demo_synthetic
F0086,2019,181,3,12,16.5746,5.5249,11.0497,66.2983,14.6053,20.1457,0.034,0.3567,5.0,-0.1194,0.0385,30.963,demo_synthetic
F0086,2020,185,7,6,37.8378,16.2162,21.6216,32.4324,12.1178,22.9605,-0.0166,0.3978,22.0,0.212,0.0186,33.097,demo_synthetic
F0086,2021,184,7,8,38.0435,21.7391,16.3043,43.4783,14.4107,23.6033,0.1006,0.1519,14.0,0.1264,0.0226,35.846,demo_synthetic
F0086,2022,188,6,6,31.9149,15.9574,15.9574,31.9149,11.9706,20.9333,0.0834,0.3694,7.0,0.005,-0.0005,35.322,demo_synthetic
F0086,2023,184,5,5,27.1739,21.7391,5.4348,27.1739,13.3926,23.0658,0.0357,0.4532,13.0,-0.3397,0.188,32.78,demo_synthetic
F0087,2019,182,7,6,38.4615,10.989,27.4725,32.967,12.422,22.1969,0.0404,0.3739,19.0,-0.0202,0.0499,55.825,demo_synthetic
F0087,2020,185,13,3,70.2703,37.8378,32.4324,16.2162,11.2739,24.6931,0.0441,0.5399,2.0,-0.037,0.0634,53.479,demo_synthetic
F0087,2021,181,7,4,38.674,16.5746,22.0994,22.0994,11.796,22.2385,0.0569,0.6284,4.0,0.1975,0.1308,51.208,demo_synthetic
F0087,2022,185,10,2,54.0541,16.2162,37.8378,10.8108,8.4896,23.9673,-0.0105,0.8414,15.0,0.0524,-0.0131,53.592,demo_synthetic
F0087,2023,186,14,3,75.2688,37.6344,37.6344,16.129,6.4689,20.9832,0.0359,0.8173,1.0,0.379,0.0725,49.733,demo_synthetic
F0088,2019,186,13,3,69.8925,37.6344,32.2581,16.129,7.0801,21.3688,0.079,0.6378,25.0,0.2297,-0.014,54.37,demo_synthetic
F0088,2020,179,5,2,27.933,16.7598,11.1732,11.1732,11.6608,22.4409,-0.0381,0.7788,8.0,0.2711,-0.0199,52.298,demo_synthetic
F0088,2021,185,11,8,59.4595,43.2432,16.2162,43.2432,10.5108,22.9581,0.0511,0.4307,6.0,0.1529,0.0522,50.766,demo_synthetic
F0088,2022,181,9,6,49.7238,22.0994,27.6243,33.1492,8.036,20.9703,0.0318,0.3186,21.0,0.0083,0.0428,49.059,demo_synthetic
F0088,2023,186,12,7,64.5161,48.3871,16.129,37.6344,10.3357,23.8807,0.0405,0.5427,3.0,-0.197,-0.0412,45.709,demo_synthetic
F0089,2019,188,14,8,74.4681,31.9149,42.5532,42.5532,9.3179,22.6123,0.0517,0.4838,2.0,-0.0963,0.0322,49.949,demo_synthetic
F0089,2020,181,8,4,44.1989,33.1492,11.0497,22.0994,9.3821,22.3909,0.0314,0.779,14.0,-0.0816,0.0041,48.282,demo_synthetic
F0089,2021,180,8,8,44.4444,22.2222,22.2222,44.4444,8.942,20.47,0.0524,0.4463,24.0,-0.0684,0.1465,48.106,demo_synthetic
F0089,2022,183,9,8,49.1803,32.7869,16.3934,43.7158,8.2838,20.9324,0.0529,0.5104,25.0,0.0214,-0.0438,46.637,demo_synthetic
F0089,2023,185,12,4,64.8649,32.4324,32.4324,21.6216,10.2023,22.6016,0.0874,0.7717,10.0,0.2436,0.0447,60.534,demo_synthetic
F0090,2019,183,4,9,21.8579,16.3934,5.4645,49.1803,12.8436,20.2721,0.0542,0.563,3.0,0.2844,0.0128,16.052,demo_synthetic
F0090,2020,185,8,8,43.2432,37.8378,5.4054,43.2432,12.9939,22.6927,0.079,0.3221,3.0,-0.1106,0.0644,21.999,demo_synthetic
F0090,2021,179,2,10,11.1732,0.0,11.1732,55.8659,16.4668,23.1461,0.0298,0.5239,22.0,0.1644,0.04,23.12,demo_synthetic
F0090,2022,179,3,7,16.7598,5.5866,11.1732,39.1061,14.4788,19.2173,0.0441,0.1009,2.0,0.072,0.0366,20.645,demo_synthetic
F0090,2023,185,6,10,32.4324,21.6216,10.8108,54.0541,11.7681,20.8234,0.0145,0.3374,10.0,-0.0657,-0.0075,20.704,demo_synthetic
F0091,2019,185,5,7,27.027,10.8108,16.2162,37.8378,11.5047,22.0386,0.0537,0.0799,17.0,0.2178,0.0472,23.003,demo_synthetic
F0091,2020,186,9,11,48.3871,16.129,32.2581,59.1398,7.1553,19.2282,0.0509,0.5073,21.0,-0.0519,0.1115,27.102,demo_synthetic
F0091,2021,185,6,7,32.4324,10.8108,21.6216,37.8378,13.966,22.6892,0.0555,0.0963,1.0,0.2909,-0.0438,29.267,demo_synthetic
F0091,2022,181,4,10,22.0994,22.0994,0.0,55.2486,13.7964,21.2846,0.0176,0.6333,3.0,0.2621,0.0738,27.965,demo_synthetic
F0091,2023,182,4,10,21.978,16.4835,5.4945,54.9451,15.7984,23.9494,0.0306,0.2953,13.0,0.025,0.1426,21.631,demo_synthetic
F0092,2019,187,10,8,53.4759,26.738,26.738,42.7807,7.0024,20.3606,0.0829,0.2219,18.0,0.2391,0.0338,53.602,demo_synthetic
F0092,2020,189,11,7,58.2011,21.164,37.037,37.037,6.6378,22.3743,0.0208,0.3261,24.0,0.0342,0.0594,43.398,demo_synthetic
F0092,2021,181,7,5,38.674,11.0497,27.6243,27.6243,11.5702,20.874,0.0389,0.48,22.0,0.0285,0.029,53.967,demo_synthetic
F0092,2022,180,6,6,33.3333,11.1111,22.2222,33.3333,11.8881,21.3669,0.046,0.2818,3.0,0.1425,-0.0711,38.218,demo_synthetic
F0092,2023,184,9,6,48.913,27.1739,21.7391,32.6087,9.746,21.3191,0.023,0.8853,19.0,0.2073,0.0806,50.824,demo_synthetic
F0093,2019,192,7,9,36.4583,31.25,5.2083,46.875,13.5494,24.5551,0.019,0.5266,7.0,-0.0027,0.082,30.56,demo_synthetic
F0093,2020,190,6,5,31.5789,21.0526,10.5263,26.3158,11.7782,20.7259,0.0336,0.5734,9.0,0.3802,0.0833,34.021,demo_synthetic
F0093,2021,188,10,6,53.1915,31.9149,21.2766,31.9149,6.2186,21.4391,-0.0192,0.4225,22.0,0.0222,0.0385,38.613,demo_synthetic
F0093,2022,187,6,6,32.0856,10.6952,21.3904,32.0856,12.1184,22.1602,0.0255,0.6893,10.0,0.0179,0.0405,38.901,demo_synthetic
F0093,2023,184,5,7,27.1739,16.3043,10.8696,38.0435,14.8909,24.2159,0.0786,0.3675,16.0,-0.081,0.0092,35.366,demo_synthetic
F0094,2019,187,7,5,37.4332,16.0428,21.3904,26.738,10.0476,19.8361,0.0436,0.4537,13.0,0.043,0.0075,43.309,demo_synthetic
F0094,2020,195,12,6,61.5385,46.1538,15.3846,30.7692,9.98,21.15,0.0607,0.6424,15.0,0.1323,0.0866,42.025,demo_synthetic
F0094,2021,187,7,8,37.4332,21.3904,16.0428,42.7807,8.8231,20.8291,-0.0158,0.5683,24.0,-0.0051,0.0815,54.007,demo_synthetic
F0094,2022,190,9,4,47.3684,21.0526,26.3158,21.0526,11.0083,22.3482,0.031,0.6663,13.0,0.2956,-0.0054,41.619,demo_synthetic
F0094,2023,187,6,10,32.0856,10.6952,21.3904,53.4759,11.2329,23.2032,-0.0155,0.3282,23.0,-0.1267,0.0628,38.107,demo_synthetic
F0095,2019,181,5,5,27.6243,27.6243,0.0,27.6243,12.1113,19.2744,0.0454,0.4046,10.0,0.2042,-0.0294,54.954,demo_synthetic
F0095,2020,185,9,4,48.6486,37.8378,10.8108,21.6216,12.4595,23.3429,0.0527,0.3129,1.0,0.2342,0.0488,49.828,demo_synthetic
F0095,2021,185,8,8,43.2432,16.2162,27.027,43.2432,10.0029,21.0665,0.0314,0.4789,8.0,0.1573,0.0246,50.948,demo_synthetic
F0095,2022,180,7,4,38.8889,16.6667,22.2222,22.2222,12.2811,22.3971,0.0631,0.2739,22.0,0.1285,0.0816,46.417,demo_synthetic
F0095,2023,186,13,3,69.8925,37.6344,32.2581,16.129,4.9524,21.0104,-0.0063,0.3744,19.0,0.1509,0.0454,41.004,demo_synthetic
F0096,2019,181,5,6,27.6243,16.5746,11.0497,33.1492,15.0418,22.3626,0.057,0.6581,8.0,0.5347,0.0321,33.044,demo_synthetic
F0096,2020,182,6,7,32.967,10.989,21.978,38.4615,13.4541,23.5826,0.065,0.4016,10.0,0.3055,0.018,29.511,demo_synthetic
F0096,2021,181,5,12,27.6243,11.0497,16.5746,66.2983,12.4425,21.6929,0.0588,0.4168,13.0,0.0177,0.1399,30.679,demo_synthetic
F0096,2022,185,3,10,16.2162,0.0,16.2162,54.0541,15.8036,23.0205,0.0665,0.2329,25.0,0.3185,0.0581,20.911,demo_synthetic
F0096,2023,181,3,9,16.5746,0.0,16.5746,49.7238,14.6393,20.426,0.005,0.05,9.0,0.311,0.068,25.109,demo_synthetic
F0097,2019,179,4,10,22.3464,5.5866,16.7598,55.8659,12.1575,21.5366,0.008,0.2599,6.0,0.1662,0.1424,13.63,demo_synthetic
F0097,2020,176,5,8,28.4091,11.3636,17.0455,45.4545,14.2355,22.76,0.0925,0.4731,13.0,-0.0078,-0.0178,19.553,demo_synthetic
F0097,2021,176,5,8,28.4091,17.0455,11.3636,45.4545,11.5391,22.8695,-0.004,0.3574,7.0,0.2073,0.0076,23.015,demo_synthetic
F0097,2022,180,3,12,16.6667,5.5556,11.1111,66.6667,13.191,22.0908,0.0194,0.5027,8.0,-0.1834,0.1079,22.232,demo_synthetic
F0097,2023,177,3,8,16.9492,5.6497,11.2994,45.1977,14.2149,23.349,0.0403,0.343,21.0,0.1025,0.1157,17.579,demo_synthetic
F0098,2019,182,4,11,21.978,16.4835,5.4945,60.4396,15.4387,22.8401,0.0812,0.5941,7.0,0.1853,0.0395,17.922,demo_synthetic
F0098,2020,189,6,10,31.746,21.164,10.582,52.9101,10.0393,19.535,0.0625,0.5046,14.0,0.2255,0.0229,17.223,demo_synthetic
F0098,2021,183,3,7,16.3934,10.929,5.4645,38.2514,16.672,24.3776,0.0203,0.4336,24.0,-0.1084,0.0322,27.727,demo_synthetic
F0098,2022,181,2,12,11.0497,11.0497,0.0,66.2983,12.156,20.6339,0.1134,0.6901,13.0,-0.0115,0.064,18.058,demo_synthetic
F0098,2023,185,7,9,37.8378,27.027,10.8108,48.6486,14.3425,21.2898,0.0087,0.4845,3.0,0.1581,0.0164,16.475,demo_synthetic
F0099,2019,178,8,7,44.9438,22.4719,22.4719,39.3258,8.4526,21.2715,0.0417,0.4108,15.0,0.0505,0.016,48.166,demo_synthetic
F0099,2020,186,14,2,75.2688,37.6344,37.6344,10.7527,7.8263,23.8591,0.0664,0.5943,2.0,0.1842,0.0986,55.364,demo_synthetic
F0099,2021,184,11,4,59.7826,38.0435,21.7391,21.7391,10.1431,24.1284,0.0496,0.2127,25.0,0.1798,-0.0207,47.052,demo_synthetic
F0099,2022,179,10,4,55.8659,39.1061,16.7598,22.3464,9.0176,22.4716,0.0243,0.6809,20.0,-0.0164,-0.0313,51.239,demo_synthetic
F0099,2023,183,12,6,65.5738,27.3224,38.2514,32.7869,9.2367,20.7453,0.0412,0.1898,10.0,0.2698,0.0587,55.082,demo_synthetic
F0100,2019,183,4,8,21.8579,10.929,10.929,43.7158,15.3806,23.184,-0.0584,0.3872,1.0,0.0087,0.0104,17.632,demo_synthetic
F0100,2020,185,4,10,21.6216,10.8108,10.8108,54.0541,12.4603,20.473,0.0569,0.4111,17.0,0.2512,0.0627,20.603,demo_synthetic
F0100,2021,184,4,11,21.7391,21.7391,0.0,59.7826,14.3407,21.3196,0.0629,0.3823,9.0,-0.0319,0.0319,17.248,demo_synthetic
F0100,2022,179,1,9,5.5866,5.5866,0.0,50.2793,16.7347,22.5334,0.0384,0.3632,5.0,-0.168,0.049,21.806,demo_synthetic
F0100,2023,181,4,13,22.0994,11.0497,11.0497,71.8232,13.9722,23.442,-0.0093,0.5092,17.0,-0.2251,0.0823,19.39,demo_synthetic
F0101,2019,182,6,8,32.967,5.4945,27.4725,43.956,13.0313,24.0071,0.041,0.2868,1.0,0.0518,0.0092,24.861,demo_synthetic
F0101,2020,184,1,10,5.4348,0.0,5.4348,54.3478,15.1089,21.7175,0.0312,0.5154,18.0,0.1761,0.031,16.795,demo_synthetic
F0101,2021,185,4,10,21.6216,10.8108,10.8108,54.0541,17.112,22.5637,0.0477,0.3593,6.0,0.0308,-0.0031,14.559,demo_synthetic
F0101,2022,185,3,11,16.2162,5.4054,10.8108,59.4595,12.2534,19.2739,0.0392,0.6357,19.0,0.3748,0.1001,21.066,demo_synthetic
F0101,2023,181,0,7,0.0,0.0,0.0,38.674,16.599,22.4818,0.0789,0.5442,22.0,0.2684,0.0414,7.715,demo_synthetic
F0102,2019,186,5,9,26.8817,21.5054,5.3763,48.3871,12.1423,20.4176,0.043,0.7116,15.0,0.2147,0.0891,29.618,demo_synthetic
F0102,2020,189,6,9,31.746,21.164,10.582,47.619,11.7224,19.4677,0.0286,0.5321,4.0,0.1657,0.0326,29.482,demo_synthetic
F0102,2021,190,8,8,42.1053,26.3158,15.7895,42.1053,11.7711,22.8823,0.0709,0.7493,16.0,0.1591,-0.0064,27.553,demo_synthetic
F0102,2022,180,5,7,27.7778,16.6667,11.1111,38.8889,15.8204,23.2723,0.0049,0.3453,6.0,0.2731,0.0672,45.327,demo_synthetic
F0102,2023,185,5,8,27.027,5.4054,21.6216,43.2432,12.3855,23.6306,0.0504,0.4544,25.0,-0.1041,0.1564,32.083,demo_synthetic
F0103,2019,187,13,4,69.5187,10.6952,58.8235,21.3904,9.8209,23.6589,0.0876,0.4274,20.0,0.3633,0.106,55.391,demo_synthetic
F0103,2020,182,10,6,54.9451,27.4725,27.4725,32.967,10.8502,20.8708,0.0499,0.2394,6.0,0.1794,0.0581,54.272,demo_synthetic
F0103,2021,182,12,5,65.9341,32.967,32.967,27.4725,8.1118,21.8304,0.0828,0.5323,23.0,0.304,0.0303,59.535,demo_synthetic
F0103,2022,180,10,3,55.5556,33.3333,22.2222,16.6667,10.2225,21.507,0.0391,0.5995,13.0,0.5013,0.042,58.626,demo_synthetic
F0103,2023,177,6,1,33.8983,5.6497,28.2486,5.6497,11.0337,21.7531,0.001,0.4616,13.0,0.1116,0.023,54.173,demo_synthetic
F0104,2019,186,2,14,10.7527,10.7527,0.0,75.2688,13.1263,21.4045,0.0409,0.2957,21.0,-0.293,0.1092,10.274,demo_synthetic
F0104,2020,187,4,11,21.3904,0.0,21.3904,58.8235,15.1399,24.2171,0.0999,0.6707,15.0,0.2558,-0.0191,14.352,demo_synthetic
F0104,2021,185,0,9,0.0,0.0,0.0,48.6486,14.4346,20.5263,-0.0105,0.05,11.0,0.1529,0.1177,4.672,demo_synthetic
F0104,2022,184,3,9,16.3043,10.8696,5.4348,48.913,13.7891,21.3053,-0.0329,0.6569,1.0,0.0537,0.1095,11.763,demo_synthetic
F0104,2023,184,2,13,10.8696,5.4348,5.4348,70.6522,14.3899,21.3163,0.1213,0.6233,5.0,0.1576,-0.0705,5.799,demo_synthetic
F0105,2019,182,4,11,21.978,10.989,10.989,60.4396,15.8065,22.6369,0.0598,0.3587,13.0,0.0582,0.0766,23.874,demo_synthetic
F0105,2020,182,7,7,38.4615,21.978,16.4835,38.4615,8.7686,18.8364,0.0133,0.6046,18.0,-0.1763,-0.0298,32.882,demo_synthetic
F0105,2021,188,8,8,42.5532,31.9149,10.6383,42.5532,9.3133,21.5841,0.0461,0.6196,1.0,0.0913,0.1813,29.244,demo_synthetic
F0105,2022,185,5,8,27.027,5.4054,21.6216,43.2432,14.8212,22.7148,0.0523,0.2583,24.0,-0.0211,0.024,27.518,demo_synthetic
F0105,2023,187,8,9,42.7807,16.0428,26.738,48.1283,11.6979,20.6029,0.0105,0.4824,1.0,0.5926,0.0984,35.809,demo_synthetic
F0106,2019,190,7,6,36.8421,21.0526,15.7895,31.5789,11.8947,20.4098,0.0803,0.3507,13.0,0.0272,0.153,29.263,demo_synthetic
F0106,2020,187,8,5,42.7807,10.6952,32.0856,26.738,12.9198,23.2235,0.0563,0.8075,13.0,0.1493,0.0513,31.343,demo_synthetic
F0106,2021,182,5,6,27.4725,10.989,16.4835,32.967,13.9107,23.651,0.0417,0.0685,22.0,-0.0195,0.0226,34.17,demo_synthetic
F0106,2022,188,6,10,31.9149,15.9574,15.9574,53.1915,13.1799,22.0007,0.0302,0.4636,11.0,0.0357,0.0088,27.638,demo_synthetic
F0106,2023,186,10,5,53.7634,37.6344,16.129,26.8817,10.9004,20.9897,0.0602,0.1396,21.0,-0.2046,0.144,38.383,demo_synthetic
F0107,2019,186,6,8,32.2581,16.129,16.129,43.0108,12.765,21.7646,0.0393,0.1733,18.0,-0.2255,-0.0455,25.747,demo_synthetic
